qubit,pauli,target_expectation,sewing_expectation,signed_diff,abs_diff,target_cone_size,sewing_cone_size
11,Y,0.626724829516098,0.6318165749966734,0.005091745480575449,0.005091745480575449,6,22
11,Z,0.30359789524026637,0.2993145684180754,-0.004283326822190958,0.004283326822190958,6,22
12,X,0.005170775887542334,0.005105423518322562,-6.535236921977137e-05,6.535236921977137e-05,6,28
12,Y,-0.1446407144365351,-0.14486164506789614,-0.00022093063136105484,0.00022093063136105484,6,28
12,Z,0.635668538215147,0.6392904451441205,0.0036219069289734618,0.0036219069289734618,6,28
13,X,-0.5129291557928188,-0.5162310650922395,-0.0033019092994206467,0.0033019092994206467,6,28
13,Y,0.24046788831327792,0.23768046166545873,-0.0027874266478191967,0.0027874266478191967,6,28
13,Z,0.1707905232973022,0.17627042746128552,0.005479904163983307,0.005479904163983307,6,28
14,X,0.059495304148644734,0.06072010904585547,0.0012248048972107323,0.0012248048972107323,6,28
14,Y,0.11302323523908436,0.11461006673259588,0.0015868314935115202,0.0015868314935115202,6,28
14,Z,0.8038727337196213,0.8064571753502043,0.002584441630583023,0.002584441630583023,6,28
15,X,-0.37846128840704396,-0.3633263054840389,0.01513498292300508,0.01513498292300508,6,28
15,Y,0.22067631648144453,0.2226305463988786,0.001954229917434075,0.001954229917434075,6,28
15,Z,0.7084894656651731,0.7202557526404754,0.011766286975302243,0.011766286975302243,6,28
16,X,-0.15764419636575067,-0.15924283499907788,-0.0015986386333272096,0.0015986386333272096,6,22
16,Y,-0.4654865850831219,-0.46690717680114274,-0.001420591718020836,0.001420591718020836,6,22
16,Z,0.7998907704774038,0.7987100462034283,-0.0011807242739754198,0.0011807242739754198,6,22
17,X,-0.059709005853572195,-0.058413472882854145,0.0012955329707180496,0.0012955329707180496,6,22
17,Y,0.5829290795163086,0.5844001843260888,0.0014711048097801882,0.0014711048097801882,6,22
17,Z,-0.37801506274240826,-0.37572821220129704,0.0022868505411112183,0.0022868505411112183,6,22
18,X,0.09178888839970128,0.09218360113470256,0.0003947127350012736,0.0003947127350012736,6,22
18,Y,-0.31447899387988515,-0.3135288168673223,0.0009501770125628362,0.0009501770125628362,6,22
